SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
358374,0,Cash loans,M,N,Y,1,157500.0,942300.0,34749.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-13419,-111,-7370.0,-4689,,1,1,0,1,0,0,Sales staff,3.0,1,1,WEDNESDAY,17,0,0,0,0,1,1,Self-employed,,0.7037866405234019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-476.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
369696,0,Cash loans,M,N,N,0,157500.0,225000.0,17775.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.072508,-10532,-620,-4341.0,-1566,,1,1,0,1,1,0,Laborers,2.0,1,1,WEDNESDAY,11,1,1,1,1,1,1,Transport: type 4,,0.5630315528298171,0.6446794549585961,0.2247,0.1105,0.9851,0.7959999999999999,0.0908,0.32,0.1379,0.6042,0.0417,0.0,0.182,0.2503,0.0058,0.0685,0.1355,0.0583,0.9851,0.804,0.0677,0.1611,0.069,0.5417,0.0417,0.0,0.1175,0.1455,0.0039,0.0065,0.2269,0.1105,0.9851,0.7987,0.0913,0.32,0.1379,0.6042,0.0417,0.0,0.1851,0.2548,0.0058,0.07,reg oper account,block of flats,0.2852,Panel,No,0.0,0.0,0.0,0.0,-746.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
347796,0,Cash loans,F,N,N,0,135000.0,942300.0,27679.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.030755,-19456,-1919,-11330.0,-2483,,1,1,0,1,0,0,,2.0,2,2,SATURDAY,13,0,0,0,1,1,0,Other,,0.6597449704246899,0.6817058776720116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
296491,0,Revolving loans,F,N,N,1,175500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Separated,Municipal apartment,0.030755,-19289,-2297,-8372.0,-2836,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Self-employed,0.6201633812658722,0.7935037322655576,0.5370699579791587,0.1639,0.1064,0.9881,,,0.16,0.1379,0.375,,0.1084,,0.1001,,0.0,0.1669999999999999,0.1104,0.9881,,,0.1611,0.1379,0.375,,0.1109,,0.1043,,0.0,0.1655,0.1064,0.9881,,,0.16,0.1379,0.375,,0.1103,,0.1019,,0.0,,block of flats,0.1298,Panel,No,9.0,2.0,9.0,2.0,-920.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0
148551,0,Cash loans,F,N,Y,0,162000.0,1270746.0,40027.5,1138500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-23390,365243,-895.0,-4740,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,XNA,0.8085304030502687,0.7699633000190598,0.501075160239048,0.066,0.0628,0.9752,0.66,,0.0,0.1379,0.1667,0.0417,0.0655,0.0538,0.0527,0.0,0.1126,0.0672,0.0652,0.9752,0.6733,,0.0,0.1379,0.1667,0.0417,0.067,0.0588,0.055,0.0,0.1192,0.0666,0.0628,0.9752,0.6645,,0.0,0.1379,0.1667,0.0417,0.0667,0.0547,0.0537,0.0,0.1149,reg oper account,block of flats,0.0646,"Stone, brick",No,0.0,0.0,0.0,0.0,-1038.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
290944,1,Cash loans,F,N,Y,1,72000.0,149256.0,15291.0,135000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-13427,-213,-7533.0,-4700,,1,1,1,1,0,0,Sales staff,3.0,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,,0.3606936985165864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
134443,0,Cash loans,F,N,Y,0,58500.0,229500.0,17289.0,229500.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.001417,-18347,-973,-77.0,-1896,,1,1,0,1,1,0,,2.0,2,2,WEDNESDAY,6,0,0,0,1,1,0,Business Entity Type 3,,0.4742319196788891,0.7764098512142026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3180.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
165994,0,Revolving loans,M,Y,Y,0,108000.0,495000.0,24750.0,495000.0,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,0.035792,-23015,365243,-5853.0,-2118,14.0,1,0,0,1,0,0,,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,,0.1269778943388955,0.0005272652387098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
339906,0,Cash loans,F,N,Y,0,121500.0,416052.0,15813.0,292500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-19816,-6554,-11731.0,-3305,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Other,,0.6685972793963697,,0.0082,,0.9742,,,0.0,0.0345,0.0417,,0.0139,,0.006,,0.0,0.0084,,0.9742,,,0.0,0.0345,0.0417,,0.0142,,0.0062,,0.0,0.0083,,0.9742,,,0.0,0.0345,0.0417,,0.0141,,0.0061,,0.0,,block of flats,0.0047,"Stone, brick",No,4.0,0.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
447539,0,Cash loans,F,N,Y,0,202500.0,945000.0,42286.5,945000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.0145199999999999,-18557,-2811,-12244.0,-2095,,1,1,0,1,1,0,Medicine staff,1.0,2,2,THURSDAY,16,0,0,0,0,0,0,Medicine,,0.5982274748466374,0.4650692149562261,0.1856,0.1414,0.9816,0.7484,0.0446,0.2,0.1724,0.3333,0.375,0.0778,0.1513,0.1934,0.0,0.0,0.1891,0.1467,0.9816,0.7583,0.045,0.2014,0.1724,0.3333,0.375,0.0795,0.1653,0.2015,0.0,0.0,0.1874,0.1414,0.9816,0.7518,0.0449,0.2,0.1724,0.3333,0.375,0.0791,0.1539,0.1969,0.0,0.0,reg oper account,block of flats,0.2004,Panel,No,0.0,0.0,0.0,0.0,-552.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
111322,0,Cash loans,F,N,Y,0,225000.0,545040.0,19705.5,450000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.009175,-15578,-130,-3848.0,-5208,,1,1,0,1,1,0,Core staff,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Bank,0.5372804399605242,0.7518161875366891,,0.0943,0.0451,0.9935,0.966,0.0223,0.07,0.1121,0.3229,0.4167,0.0306,0.0735,0.0858,0.0077,0.0474,0.0672,0.0,0.9896,0.9673,0.0217,0.0806,0.069,0.375,0.4167,0.0278,0.0744,0.0652,0.0078,0.0446,0.0932,0.0383,0.9935,0.9665,0.0225,0.08,0.0862,0.375,0.4167,0.0312,0.0748,0.0776,0.0078,0.0484,reg oper spec account,block of flats,0.0492,"Stone, brick",No,1.0,0.0,1.0,0.0,-2203.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
236108,1,Cash loans,F,Y,Y,1,90000.0,592560.0,35937.0,450000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.006852,-12870,-518,-2250.0,-3700,15.0,1,1,0,1,0,0,,3.0,3,3,SUNDAY,6,0,0,0,0,0,0,School,,0.1577114675277727,0.2392262794694045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1709.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
184028,0,Cash loans,F,Y,Y,0,135000.0,573628.5,27724.5,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010147,-23383,365243,-14031.0,-4167,13.0,1,0,0,1,0,0,,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.3192922365280594,0.6512602186973006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
279995,0,Cash loans,F,Y,Y,0,99000.0,225000.0,22050.0,225000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.00733,-22997,365243,-3746.0,-3896,34.0,1,0,0,1,1,0,,1.0,2,2,FRIDAY,16,0,0,0,1,0,0,XNA,0.7363774346795919,0.14322741540518,0.1455428133497032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1390.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108047,0,Cash loans,F,N,Y,0,157500.0,192874.5,15057.0,166500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.019101,-21552,-3326,-3145.0,-5109,,1,1,0,1,0,0,Core staff,1.0,2,2,THURSDAY,17,0,0,0,0,1,1,Transport: type 2,,0.7040600927813855,0.7421816117614419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-226.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
240974,0,Cash loans,M,Y,Y,0,135000.0,808650.0,23773.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-10317,-2053,-4334.0,-2932,1.0,1,1,0,1,0,0,Medicine staff,1.0,2,2,TUESDAY,18,0,0,0,0,1,1,Medicine,0.2166812575911029,0.6811148887787412,0.5602843280409464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-942.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
311520,0,Cash loans,M,Y,Y,2,247500.0,964989.0,31257.0,805500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.0038179999999999,-16632,-5215,-4255.0,-65,16.0,1,1,0,1,0,0,,4.0,2,2,MONDAY,5,0,0,0,0,0,0,Other,0.4414980830637476,0.5966391675152887,0.5971924268337128,0.0928,0.1005,0.9776,0.6940000000000001,0.0309,0.0,0.2069,0.1667,0.0,0.0328,0.0756,0.0576,0.0,0.0777,0.0945,0.1042,0.9777,0.706,0.0312,0.0,0.2069,0.1667,0.0,0.0336,0.0826,0.06,0.0,0.0822,0.0937,0.1005,0.9776,0.6981,0.0311,0.0,0.2069,0.1667,0.0,0.0334,0.077,0.0586,0.0,0.0793,reg oper spec account,block of flats,0.0667,Panel,No,2.0,1.0,2.0,0.0,-1390.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
366009,1,Cash loans,M,Y,Y,0,135000.0,675000.0,26154.0,675000.0,Family,Working,Higher education,Married,House / apartment,0.003069,-16770,-393,-5426.0,-241,25.0,1,1,0,1,0,0,Drivers,2.0,3,3,SATURDAY,18,0,0,0,0,0,0,Self-employed,,0.7373297081302791,0.2650494299443805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1236.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
407520,1,Cash loans,M,Y,N,0,211500.0,290353.5,21258.0,220500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.00712,-11776,-1027,-1723.0,-1735,3.0,1,1,0,1,0,1,Drivers,1.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.0507820919308213,0.2556161560213347,0.2151824041847538,0.0773,,0.9762,0.6736,,,0.1379,0.1667,,,,,,,0.0788,,0.9762,0.6864,,,0.1379,0.1667,,,,,,,0.0781,,0.9762,0.6779999999999999,,,0.1379,0.1667,,,,,,,,block of flats,0.0711,Panel,No,1.0,0.0,1.0,0.0,-1624.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
104349,0,Cash loans,F,Y,N,1,180000.0,1006920.0,40063.5,900000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.018634,-13015,-328,-5786.0,-5117,8.0,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,School,0.7306096959456722,0.6434994366153125,0.5154953751603267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-628.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
365307,0,Cash loans,F,N,Y,0,157500.0,604152.0,24088.5,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018634,-22111,365243,-9742.0,-4493,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,,0.4473817503608529,0.7490217048463391,,,0.9856,,,,,,,,,0.0711,,,,,0.9856,,,,,,,,,0.0649,,,,,0.9856,,,,,,,,,0.0724,,,,,0.0673,,No,4.0,0.0,4.0,0.0,-2949.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
398334,0,Cash loans,M,N,Y,1,256500.0,755190.0,36459.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-15712,-1068,-8293.0,-5008,,1,1,0,1,1,0,Managers,3.0,2,2,MONDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.7608590597891947,0.5339264294701103,0.3876253444214701,0.2521,0.2132,0.9881,0.8368,0.4878,0.28,0.2241,0.4167,0.4167,0.1521,0.2055,0.196,0.0193,0.1201,0.2048,0.2212,0.9881,0.8432,0.4922,0.2014,0.1724,0.375,0.4167,0.1482,0.1791,0.1978,0.0195,0.0716,0.2545,0.2132,0.9881,0.8390000000000001,0.4909,0.28,0.2241,0.4167,0.4167,0.1547,0.2091,0.1995,0.0194,0.1226,org spec account,block of flats,0.1869,Panel,No,0.0,0.0,0.0,0.0,-1422.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
124583,0,Cash loans,M,Y,Y,1,202500.0,814041.0,23931.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005144,-15328,-747,-6972.0,-3239,9.0,1,1,0,1,0,0,Drivers,3.0,2,2,MONDAY,16,0,0,0,0,0,0,Transport: type 3,0.4220537310956185,0.5102454115892657,0.8128226070575616,0.1237,0.1412,0.9841,0.7824,0.0176,0.0,0.2759,0.1667,0.2083,0.0446,0.1,0.1208,0.0039,0.0439,0.1261,0.1466,0.9841,0.7909,0.0178,0.0,0.2759,0.1667,0.2083,0.0456,0.1093,0.1259,0.0039,0.0465,0.1249,0.1412,0.9841,0.7853,0.0177,0.0,0.2759,0.1667,0.2083,0.0454,0.1018,0.123,0.0039,0.0448,reg oper spec account,block of flats,0.1046,Panel,No,0.0,0.0,0.0,0.0,-1091.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
319769,1,Cash loans,M,Y,N,0,135000.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-10013,-509,-3539.0,-2558,6.0,1,1,0,1,0,0,Drivers,1.0,2,2,SATURDAY,17,0,0,0,0,0,0,Transport: type 3,,0.3689837052148232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,-1071.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
360692,0,Cash loans,M,N,Y,0,38250.0,284400.0,16011.0,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.0060079999999999,-23991,365243,-11528.0,-4012,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.2109408189303344,,0.0742,0.0,0.9786,0.7076,0.0057,0.0,0.1379,0.1667,0.2083,0.0457,0.0605,0.0708,0.0,0.0,0.0756,0.0,0.9786,0.7190000000000001,0.0057,0.0,0.1379,0.1667,0.2083,0.0467,0.0661,0.0738,0.0,0.0,0.0749,0.0,0.9786,0.7115,0.0057,0.0,0.1379,0.1667,0.2083,0.0465,0.0616,0.0721,0.0,0.0,reg oper account,block of flats,0.0588,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
368756,0,Cash loans,M,N,Y,0,270000.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-10609,-1312,-954.0,-1045,,1,1,0,1,0,0,,2.0,2,2,FRIDAY,19,0,0,0,0,0,0,Self-employed,,0.4874798434982768,0.2955826421513093,0.1619,,0.9791,,,0.0,0.1034,0.1667,,,,0.0599,,0.0,0.1649,,0.9791,,,0.0,0.1034,0.1667,,,,0.0624,,0.0,0.1634,,0.9791,,,0.0,0.1034,0.1667,,,,0.0609,,0.0,,block of flats,0.0471,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
391674,0,Cash loans,M,Y,N,1,180000.0,472500.0,46030.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11012,-3797,-249.0,-3154,6.0,1,1,1,1,0,0,Laborers,3.0,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,0.1585641693837873,0.5087972106107589,0.746300213050371,0.0619,0.0682,0.9776,0.6940000000000001,0.0274,0.0,0.1034,0.1667,0.0417,0.0521,0.0504,0.0511,0.0,0.0,0.063,0.0708,0.9777,0.706,0.0276,0.0,0.1034,0.1667,0.0417,0.0532,0.0551,0.0532,0.0,0.0,0.0625,0.0682,0.9776,0.6981,0.0275,0.0,0.1034,0.1667,0.0417,0.053,0.0513,0.052,0.0,0.0,org spec account,block of flats,0.0552,Panel,No,0.0,0.0,0.0,0.0,-4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
328213,0,Cash loans,M,N,Y,1,270000.0,232434.0,14175.0,166500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-10999,-1861,-624.0,-3513,,1,1,0,1,0,1,Laborers,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.4806914637333135,0.6521848315693693,0.3506958432829587,0.0619,0.0477,0.9846,0.7892,0.025,0.0,0.1379,0.1667,0.2083,0.0,0.0488,0.0557,0.0077,0.0449,0.063,0.0495,0.9846,0.7975,0.0252,0.0,0.1379,0.1667,0.2083,0.0,0.0533,0.058,0.0078,0.0476,0.0625,0.0477,0.9846,0.792,0.0252,0.0,0.1379,0.1667,0.2083,0.0,0.0496,0.0567,0.0078,0.0459,reg oper account,block of flats,0.0672,"Stone, brick",No,1.0,0.0,1.0,0.0,-843.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
155231,0,Cash loans,F,N,Y,0,90000.0,225000.0,8932.5,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.019101,-19211,-4503,-4867.0,-2751,,1,1,0,1,0,0,Medicine staff,1.0,2,2,WEDNESDAY,14,0,0,0,0,1,1,Business Entity Type 2,,0.4542411586189098,0.2366108235287817,0.0309,0.08,0.9891,0.83,0.0264,0.0,0.1207,0.1667,,0.0473,,0.071,,0.0,0.0315,0.083,0.9876,0.8367,0.0267,0.0,0.069,0.1667,,0.0484,,0.0705,,0.0,0.0312,0.08,0.9891,0.8323,0.0266,0.0,0.1207,0.1667,,0.0482,,0.0723,,0.0,reg oper account,block of flats,0.067,"Stone, brick",No,1.0,0.0,1.0,0.0,-1604.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0
432337,0,Cash loans,M,Y,N,0,38250.0,184500.0,12060.0,184500.0,Unaccompanied,Pensioner,Higher education,Widow,Municipal apartment,0.032561,-24547,365243,-15325.0,-3975,17.0,1,0,0,1,0,0,,1.0,1,1,TUESDAY,13,0,0,0,0,0,0,XNA,,0.6543147560766495,,0.2557,0.2068,0.9791,0.7144,0.0,0.2,0.1724,0.3333,0.0,,0.2085,0.229,0.0,0.1506,0.2605,0.2146,0.9791,0.7256,0.0,0.2014,0.1724,0.3333,0.0,,0.2277,0.2386,0.0,0.1595,0.2581,0.2068,0.9791,0.7182,0.0,0.2,0.1724,0.3333,0.0,,0.2121,0.2331,0.0,0.1538,reg oper account,block of flats,0.2163,"Stone, brick",No,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
285624,0,Cash loans,F,Y,Y,0,180000.0,1113840.0,29997.0,900000.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.025164,-21175,-1110,-7634.0,-4729,64.0,1,1,0,1,0,0,Core staff,1.0,2,2,FRIDAY,11,0,0,0,0,0,0,Kindergarten,0.6811611638182581,0.6381390896799526,0.248535557339522,0.166,0.1096,0.9891,0.8504,0.0312,0.16,0.1379,0.375,0.4167,0.0,0.1353,0.1787,0.0,0.0,0.1691,0.1137,0.9891,0.8563,0.0315,0.1611,0.1379,0.375,0.4167,0.0,0.1478,0.1862,0.0,0.0,0.1676,0.1096,0.9891,0.8524,0.0314,0.16,0.1379,0.375,0.4167,0.0,0.1377,0.1819,0.0,0.0,reg oper account,block of flats,0.1576,Panel,No,7.0,0.0,7.0,0.0,-1273.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
